Dimension 1,Dimension 2,Dimension 3,Dimension 4,Dimension 5,Dimension 6,Dimension 7,Dimension 8,Dimension 9,Dimension 10,Dimension 11,Dimension 12,Dimension 13,Dimension 14,Dimension 15,Dimension 16,Dimension 17,Dimension 18,Dimension 19,Dimension 20,Dimension 21,Dimension 22,Dimension 23,Dimension 24,Dimension 25,Dimension 26,Dimension 27,Dimension 28,Dimension 29,Dimension 30,Dimension 31,Dimension 32,Dimension 33,Dimension 34,Dimension 35,Dimension 36,Dimension 37,Dimension 38,Dimension 39,Dimension 40,Dimension 41,Dimension 42,Dimension 43,Dimension 44,Dimension 45,Dimension 46,Dimension 47,Dimension 48,Dimension 49,Dimension 50,Dimension 51,Dimension 52,Dimension 53,Dimension 54,Dimension 55,Dimension 56,Dimension 57,Dimension 58,Dimension 59,Dimension 60,Dimension 61,Dimension 62,Dimension 63,Dimension 64,Dimension 65,Dimension 66,Dimension 67,Dimension 68,Dimension 69,Dimension 70,Dimension 71,Dimension 72,Dimension 73,Dimension 74,Dimension 75,Dimension 76,Dimension 77,Dimension 78,Dimension 79,Dimension 80,Dimension 81,Dimension 82,Dimension 83,Dimension 84,Dimension 85,Dimension 86,Dimension 87,Dimension 88,Dimension 89,Dimension 90,Dimension 91,Dimension 92,Dimension 93,Dimension 94,Dimension 95,Dimension 96
-0.023934041517139185,0.07468469964993955,-0.021475753425894417,-0.09427093441439294,0.22133944483228474,0.0810955604091752,0.06573601229118359,-0.10149809380879031,-0.12129507496722641,-0.1395229087002204,0.12576292438276004,0.15301575758876068,-0.061494839688370065,-0.034578191886164726,-0.07261018245460699,0.04630154367474619,-0.010029696784371591,0.07387944774232275,0.007854385639113962,-0.037219655699674135,-0.0384553832040524,-0.25583555857322343,-0.0622412607241816,0.26379541367096077,0.059241718137745564,0.038503833206842794,-0.08752662249903682,-0.05994904371128756,-0.036774079484580266,-0.05760444266028087,0.06742178900161006,0.05630530003661736,-0.2089098918466106,0.015614820689143709,0.048681179527638015,0.06372134574094511,-0.11311699721714821,0.055785731273071834,0.006091567349445755,0.00016807210845189095,-0.02892722366628835,0.04141425943146644,0.09850315881252329,0.041502264880723165,-0.0028889775525148377,-0.21607241925988524,0.08783651629459607,0.04236322589729308,0.11700187956056081,-0.12978715676324218,0.06269104412683195,-0.058859174155331484,0.0003230602005407735,0.02944419407432077,-0.12094035452813905,0.12674614506746334,-0.02732759163456461,0.10297222606481103,-0.004358834727298597,-0.09173193924636787,-0.15333087403845472,0.12698293423741044,-0.050427212014981015,0.1634337245069547,0.04913132288638004,0.006073384695348314,0.11849411323989166,0.10194169762320913,-0.056492469507258086,0.0743537820340428,0.019656589892587263,0.10556882334917787,0.2565414855908453,-0.07820388277771988,-0.003251138273343021,0.18421244446619456,0.006927606529999853,0.03794316818159809,0.019594060900950627,-0.07420522293682186,-0.12655788888716368,-0.1621356590801439,-0.1426581220516318,-0.12808066017417125,0.07351204833462933,0.075581921329906,-0.14117119369075656,0.05699512047922964,-0.038154046454630115,0.01244563082742932,-0.04957082443088211,0.14703225420326937,-0.0871180063528265,-0.014921765951399707,-0.16855991947699137,0.14905875089009876
0.03088771259459593,0.0353654835966887,-0.07312113923790209,-0.046370774416797905,-0.00402396444907166,-0.10402234466507382,0.045702644399807646,0.03644831389251091,0.15576027331181658,0.04306563558357011,0.03640723003510844,0.05700184104990366,-0.020060109019047798,-0.20519251520691945,-0.004560892660378753,-0.07473478522836853,0.014157304279927268,-0.1028982966861239,0.050134990301800686,-0.09623580187928543,0.3861906216671266,-0.0287090707961292,-0.0296781110717141,0.11364829546834765,-0.1146242290657378,0.12649851504247112,-0.08396622785025953,-0.04803615650159684,0.09344055339882221,0.0022924507736847856,-0.12431007668227673,-0.08314153282116622,0.004342686359058308,0.06103018068146087,-0.12451731873505081,-0.02397705777806924,0.14521134174775113,0.08441656301688458,0.2458186570502628,0.08054534681248297,0.03523748965998131,-0.07127539575610807,0.2467386150675276,-0.07274652339888292,-0.025176307195877518,0.009731063883994848,0.12008464099388011,0.15731681679187803,0.15741285013523548,-0.10837658770585656,-0.0609439588123172,0.041867235639632495,-0.03621008642883833,0.17829413208520217,-0.022680293485088564,-0.017919202113571415,0.17350733373706337,0.05218161506629022,-0.041897965177529056,0.12232903762990986,0.024153723947069005,0.029851800034946415,-0.016963413378291735,-0.022535687148993476,0.08675562068560927,0.012217627309439944,-0.09045444524105184,-0.20788556422935148,0.0199855238675611,-0.155864661284266,-0.0823093202995579,-0.13746467163101606,-0.05376164799582015,-0.08369473589020929,0.10182747368756029,-0.09210034581298593,0.09564597099266478,-0.10300954784310229,-0.17642448632255184,-0.026022734285460893,0.0036744458512368893,-0.12494503957538265,-0.004446672320566712,-0.11303630929487593,-0.03468193986159239,0.015211060688856005,-0.11411343569068264,-0.1806643939404987,0.02112526588038353,0.0689157856868008,-0.00010395954407210879,-0.04184678971355343,0.025119081042209786,-0.04856868574161879,-0.0071410021940336325,0.1047638417787059
0.11150162589545212,0.06119191488635012,0.06595108219942258,0.06540016486527853,0.07383892041134876,0.11069102392805844,0.16033024885283614,0.023273372457552788,0.0833179611906978,-0.0283238749070446,0.10428839531169148,0.04986575434883117,0.1957506324287382,-0.10266647791876722,-0.08453940568485982,-0.06721769922764828,0.015258183117653321,0.05089562901989337,0.09468603613718996,0.29149367424215605,0.1858393804689398,-0.2697603394803841,-0.005246588164088092,-0.1258735864771766,-0.039213291307894554,0.0008984039681367727,-0.06127074542547576,-0.20903478330056807,0.058063504405859535,-0.09361976855345389,0.15834925060343527,0.08199061546267002,-0.014497012595086869,0.11228642782023361,-0.0657106578721169,-0.10820522161834803,-0.05878425320986402,-0.1668521457775061,-0.10896936140998076,-0.019704561050005242,-0.11790322830090134,0.09490237843228694,-0.06477638038221974,0.003646907363239305,-0.0068647913521215995,0.10408229559573345,-0.04339417568963948,-0.06353747426623198,-0.2039837809885729,0.06848879129427812,-0.17800674653427365,-0.13281732828551446,-0.05190766840529965,-0.04740435980783181,0.020958860938314946,0.13676245172221757,0.10762202368966085,-0.10916790024215174,0.03472415443918708,-0.05919410524399784,0.0210377433204968,-0.024171327930321538,-0.002876944580157179,-0.10725271119928549,0.02028720180517827,0.053407957860397454,-0.07313382592565931,0.048676749069715655,0.01833929022915027,-0.05053579195185675,-0.0763893095422634,0.18413518679556246,-0.04318075306492038,-0.005963186250047743,0.0293367811953338,0.025892301605283788,0.1243088365817544,-0.07238432281847659,-0.04549871444206183,-0.09721675204643762,-0.028477948765096805,-0.20136986706266016,0.10093850466044807,-0.04779540476247063,-0.04283473328867461,-0.027064344342060405,-0.03278935198229318,0.07439409305188985,0.1360068285744998,-0.055560353843723806,0.15017005977420475,-0.05009374983644887,0.22669877196859514,0.01177610635701093,-0.05739434856947604,-0.07898128830229376
0.16092991210222435,0.11739965136335495,-0.020829600798405207,0.03931792263895967,-0.15343943951063693,-0.13898460655835887,-0.10465758572783618,-0.16752835856894263,0.010116921392629957,-0.06482923543914904,0.032630940567715566,0.1732534685098064,-0.029818152380947458,-0.04842963658884874,0.21464793484743858,0.02260174311376254,-0.03512842217550823,-0.06078101425698667,-0.020142615534477284,0.18003657123161304,-0.1535673017068698,-0.08554550249147547,-0.14732420896669476,0.0059701211898766406,-0.05398656424223356,-0.05919714465691483,-0.06957198900118686,0.05472010915370303,0.0905594825361247,0.018619537045983323,-0.08429932398694959,-0.06787262464280906,0.09619835827666753,-0.016195881885821033,-0.08707721424573528,-0.14491464006801538,0.04252721989958695,-0.170908573727833,0.18707070372593143,0.01605586062889633,0.10354408440328053,-0.00950671104533503,-0.08062775427558276,-0.031324165202117955,0.03506636413313396,-0.21686984642727317,0.05581086257874085,0.10825809195691917,-0.09490576243886974,-0.04048792668685383,0.09518247358491247,-0.12737846404920755,0.00739648563059059,-0.19238147318537596,-0.15576065775117431,0.24648151471472,0.02072340249277294,-0.03966389893984133,-0.1532835187688452,0.008289661697096702,0.03734292584533059,0.13131307406338547,0.1815295647015766,0.12507695866074725,0.12290279813658127,0.09930582855687982,-0.04088321703021809,-0.07418135570176163,0.010985901463632552,0.019797960217895313,0.10422865463507557,-0.15828529164880809,-0.09019879927415245,0.1325995766916769,-0.037015797251414885,0.15902116984606937,0.09662850194314586,-0.010602413760015623,-0.06725184240928599,0.1321664541187433,0.026454281663566385,0.041446889393910114,0.04886922993104424,0.002477042634550246,-0.014805419341435758,0.05950177105142169,0.14293834458754345,-0.03501598295773699,0.06762343856506285,-0.06742952916050947,-0.02249462327989215,0.10767953958169914,-0.01136820931132598,0.03773902311078713,-0.046742922203085964,-0.1489986937591451
-0.016221926313672617,-0.03437035425699643,0.08516064817445763,0.006005500352241372,0.28708417435284445,-0.024046985286603508,-0.08129194436591106,0.1165335278592472,-0.007044211192036048,0.09140235011510073,-0.21006551877076474,0.2190356650781347,-0.06171123990922761,-0.04522083762999218,0.014345496368647761,0.0690109689319929,-0.013520664737123924,-0.019055234534090287,-0.06173797714159417,0.07752791755804081,-0.11050164165664143,0.12118208623849677,0.06285752592383688,-0.049858303277167386,-0.006334862169674959,0.09946556438344606,0.06307846517828937,-0.036408666366465975,-0.19638874927400865,-0.06736138741618718,0.06312703444726256,-0.06606611074348523,-0.030546020975561358,-0.0735808905636597,-0.04965368932874296,-0.013709177957178732,-0.02063301229165824,-0.009427384521645614,-0.1258589878249876,-0.0857048433147339,-0.08311265192152203,-0.12826501570264257,0.1227801018570178,-0.127026184815777,0.031008729251532436,0.04012033975955906,-0.11050696067265911,-0.07536387100899716,0.027079657021785455,-0.05340264389421507,-0.12355919333825953,0.009358085435910636,-0.02685744817750625,0.07950567681891549,0.05809314720634527,-0.018242924467513712,0.09167163813339592,-0.015205628832161668,-0.1558023545733157,0.1011223166016101,0.11525869379649713,-0.00013069145286565505,-0.12543531269541103,-0.09127292501439505,0.007008495980047002,0.049227997339016207,0.05857891090750257,-0.09053338143263835,0.009155893103519233,0.028940263137221617,0.017770200128821974,-0.14028085033694607,-0.07671488465171371,-0.05208034347931926,0.10344697753584711,0.41751443546844436,0.21599204673682273,-0.09029508902029963,-0.033790779217281644,-0.14036268985508119,-0.017772823741815658,0.039431165738653344,0.11180757593524106,-0.10378693374281556,0.19167627060617168,0.09661972390545881,0.20276633939983096,0.015633023534415934,-0.08808243857132823,-0.08910893521990866,0.060553947804262834,0.019298038148139175,-0.09023173433488077,-0.05408263002755054,-0.022063935523320033,-0.01730940817591852
-0.004734999906785259,-0.08109319544483434,0.04806362851614661,0.21156878414227637,-0.10091784789578145,-0.0866623258827196,0.11584876736714074,0.0034268613357250136,0.037233354372579255,0.11641716873987226,-0.03068363918467809,0.1306775387435048,0.12565000346720268,0.03761471548423684,-0.13437115307020517,0.0410016827450348,0.13228530472981043,0.061535604670415835,0.11458869709772225,-0.051340298546183556,-0.13698890152663057,-0.029427731133536222,0.02894928145387569,-0.06700828138443977,-0.013520411473227523,0.07064943732776842,0.005597651910216298,-0.08712567763053929,-0.08969962004147114,0.03717997012363233,-0.13144914913980993,0.1400663612572226,0.07508091940023248,-0.07440215872470647,-0.09127571518718922,-0.167075799938799,-0.13358838645531393,0.16088737795041735,-0.031825348957644085,0.06138201410917889,0.0926123394487565,0.06694004366942297,0.1495267488640928,-0.23328120127465374,0.010250145496652426,-0.08063374070841538,0.17065403319468492,-0.008560751588604865,-0.015368192451302432,0.05346621245425025,0.040517833279861096,0.02370680565782778,-0.16151525143876574,-0.06290230257394508,0.06792644040196016,-0.03116475363366273,0.06951049435757305,-0.028083866851738446,0.3082270974832638,-0.2240495413512657,-0.19100377919050537,0.12992273452846348,0.12240035485343598,0.013933400597663218,-0.04598990792359217,-0.05064190934774073,0.1500385144977772,-0.11824580339120093,0.13371632046598672,-0.07893797250070356,0.09066208547648762,-0.0416559586647071,-0.04514325996597331,-0.04314292109559389,-0.08281675184308689,0.027132048167517575,0.09732454208892552,0.040864815789511205,-0.002498815111025421,0.018258572193654798,0.09923925706509913,0.10942980255166913,0.11717424078777196,-0.11324301417943426,-0.0005155932097906938,-0.19576227578935432,-0.09693465011488049,0.023922972950801497,-0.15663075655967787,-0.09572079092138419,0.009410864758745424,0.03452265499830963,-0.01753990951943532,-0.07221317572184596,-0.08133497842947575,0.01776867579970612
-0.11250744824886232,-0.08100868020311414,-0.00833866725967558,-0.017650551643906838,0.011685593680386297,-0.21874030831838046,0.08480081882909946,0.09577055189066153,-0.07634943789074655,-0.002890715080559547,-0.13379703878015353,0.09901685087390082,0.06451812720507469,0.05911180875741871,-0.08640494832173087,0.09979475487674999,-0.0053211721275119445,-0.06146063525286132,0.03973348864411865,0.20750119696511443,0.03376631573845895,-0.02075811399103393,0.15353492447325814,-0.20087010699196203,0.04047668778620722,-0.13986604316722925,-0.09179846583262208,-0.03974445309729197,0.057192701423690075,-0.007073709068161973,0.17165265919816064,-0.11043682502666205,-0.008442653369172638,-0.037518716864745554,-0.036296067490663074,-0.07099752122256044,0.09034522708392181,0.14846534016178417,0.15147901624456978,0.09283012468373296,-0.054581650938566276,-0.08948121068199642,-0.12876706130667223,0.23891484580317116,-0.05727455392633103,0.05810135790329695,-0.07973274244279584,0.13456601018013858,0.03179796098158182,-0.027049895657657766,0.1681244598638869,0.10864895751657538,0.18944781427989157,-0.0785144267533202,-0.05513562263826972,0.00916894943338228,-0.011178625968078745,-0.08185349903546246,0.060825270494879895,0.0788013890672612,-0.11157441541086206,0.06948978764433289,-0.14016293788247167,0.059402609409208516,0.018657905650984335,-0.14138580824673877,5.8633394956237656e-05,-0.12663200572773803,-0.11077447188103574,-0.1239322757843698,0.07481933862529161,0.18375895541864704,-0.07200794215541405,-0.039109862691221256,0.03082751064898786,-0.009910843576937632,0.136583308498915,0.08872380963795641,0.24244565868938084,0.10513558131811573,-0.12967157102850943,0.011627137538462276,0.03233779919875333,-0.2369935355744396,0.006479834574878992,0.029978149935465034,-0.044315221588298356,-0.06363031526651863,0.03388033003637058,0.0020789962776063616,-0.14928879919113228,0.018948053455700126,-0.03647838381702409,-0.14407525518481143,-0.03456925127429582,-0.04540435516837381
0.03789031501609885,-0.07435980262774233,0.03784044361328542,-0.06894578732462972,0.030406629636851465,0.223468034190665,0.11794331607132763,0.04737884403280679,-0.021176328176124637,0.06974474269110847,0.04755842580595985,-0.05687103807740368,0.04319751787576981,-0.13930428739311798,0.08874546467457156,0.09616461448670266,0.0832475847166923,0.009435133136642432,0.2803751737828417,-0.1447782991180958,-0.049428223677420516,-0.03997488925963572,-0.07542863874787208,-0.06773034304226438,-0.08339562665307172,-0.05590287261648913,-0.07674202740421775,-0.004384675087703568,-0.06124926846813557,-0.005636152843262468,-0.018800396276307748,-0.1963686212748529,0.03148982436704668,-0.0839280811557665,0.14199757030614657,-0.03991955234865572,0.07804144206345696,0.004731144423481653,0.17617608362564907,-0.08061460178334984,-0.07802921885401529,-0.09623576308961436,0.05483362567834779,-0.06302800331115299,-0.12342477882508855,-0.06123473068793325,-0.25192571745437997,0.058512989880816484,0.07613049224346254,0.1986507698653033,0.033445722551680004,-0.12443233036375301,-0.10317082640673671,0.0267264959238916,-0.0974151070765783,0.04408355463155048,-0.02190154188297025,0.02239033433900289,-0.00557080287147261,-0.018539745708923312,0.035498793234988814,0.0704385213353417,-0.054734358121328326,-0.043516299369659554,0.017054332874986106,-0.17627307624723057,0.04150857709983103,0.0593134594179517,0.003090867353012986,0.0781305001654091,-0.2557397100994763,0.1086220989449872,-0.06806710829835902,0.1752887671069628,-0.046296902241470886,0.07036697687338073,0.08401508505957783,0.13981435272977202,-0.19039664159640876,0.0823220310776742,0.011518330892858522,0.1905141304778544,-0.030852978985039768,-0.0019028922733897815,0.09839390425617595,-0.15193769608120175,-0.041862107940744735,0.10396519269281863,0.21965878196432329,-0.08552917513574052,-0.06759951264574958,0.025427842296062753,-0.07927225426801093,-0.11350440388642896,0.08519068996736269,0.10170656540182436
0.19893506599629818,0.02710214944554079,-0.2357104283494127,0.0848982896336995,0.10702266030927884,-0.16943475666421579,-0.026738410887401004,-0.049585810933784724,-0.06932969088228613,-0.1135436895864394,0.01783357131948271,0.03516632601450137,-0.03521668698973929,-0.0020325906320679543,0.09345494834960918,0.010210795322720262,-0.05481527401030656,0.006271310269468741,0.09950608196758626,0.1669088951351761,0.03882183460213716,0.044118990884477974,0.03556903800997582,0.12813361882082436,-0.009912173265794785,0.04331279120439689,-0.0039512480207173125,-0.048869965969657855,-0.11258525638293716,-0.1302761940684804,-0.025322820596962097,-0.015240652578970814,0.03000023413558372,-0.07126988077348272,0.08654801616228698,-0.054360256266341896,-0.008867215173624245,0.15713737917602688,0.023939989004073774,0.20635312272586948,-0.018523009519809504,-0.1052581395676475,-0.12146001386153132,-0.0442369319933855,-0.04047623032355754,0.08015990575254042,0.04028005416952904,-0.09282550306020927,-0.024217123415144,-0.08785353388720707,-0.0998896139087431,-0.014543611586016329,-0.09991258188439567,0.10879968997378534,0.05760872342034565,0.0015996896608979575,-0.053995109441775706,-0.0661748379866112,-0.012915991918202283,-0.0905346412727141,0.13415380168809435,-0.08312574681869266,0.07523464402784041,0.00971542231830997,0.031892115201811566,-0.027416321570241924,0.07209002056205417,-0.009709106944802107,-0.07187054695344672,0.08583384096690627,-0.10403302797706307,-0.018605910923235266,0.019929202838372642,-0.13131922894966902,-0.14836259013442468,-0.010667417148948453,-0.10836285050617678,0.07874838742510584,0.14161276477324258,0.13024395221195592,-0.07987967289706528,0.08202313697581785,0.13580871598936872,-0.045147488748022734,-0.2357078818357265,0.06151753021802803,-0.09565332730500879,0.012004147764978114,0.16543461794425723,-0.18730272829004468,0.31064767092589873,-0.04757757787613786,-0.24274267150465187,0.002781449184531092,0.16049153110504286,0.18179013926275167
-0.11115523178890806,-0.023665317795549562,0.025618339186478267,0.14737304112722277,-0.012132618974333077,0.05343860240772298,-0.20355061108762088,-0.07601370559676182,-0.2081232902371153,0.08519172417690253,-0.08200866859768466,-0.09497544347848,-0.01107196682332183,-0.02715094753494035,-0.08034751804814957,-0.06088157438335737,0.11574708839350978,-0.0177415405034847,-0.07275633880392227,-0.06589367915635055,0.14714342850125156,0.01567558179561736,-0.022587054547926984,-0.017955472164807664,0.21266233424342432,-0.05844632250794042,-0.14052560814019943,0.031954080819416864,-0.0646419627539825,0.013132053973160099,0.12716133318640377,0.10107210279296872,-0.07356881588489599,-0.017713021775357246,-0.05647838921647346,0.005562594941737881,0.0792444630877424,-0.03385157975380171,-0.11524742836195546,-0.08117381862104499,-0.08536924036994374,-0.07866174844768545,-0.14081074289406298,-0.057803616941830366,0.04287706327941643,0.06442609997565885,0.1262062481719717,0.1900324366228916,0.10949196445261108,-0.09225850598409167,0.2214158557675315,-0.05349963568636725,0.03354937809226136,0.16416987162484672,-0.10321619818655227,0.08046884068658997,0.033668990948542206,0.07661958435864172,0.1422142154120533,-0.04897155918928052,-0.016065978765469276,-0.05205821706861669,-0.030114100445920895,-0.025334871053436434,0.01023374390045196,0.07284232100343889,-0.04546758368749374,0.06952978638837232,-0.18605001632373783,0.05067933488796209,-0.023861343285908897,-0.056461984504218965,-0.21612171664034935,0.10954277072830665,-0.06334145800578683,-0.00907042255228626,0.28796134490350356,0.03151748360574427,-0.1707043195147548,0.018706375293546722,-0.04364167547318385,-0.03072083609533282,0.08946602469914404,0.19970191133421797,-0.14091836983500627,-0.012801687885979823,-0.1130279101692963,0.03750304747968288,-0.04390035150226418,-0.08212616758550063,0.2079036440743578,0.1943073941519469,-0.045038208822895665,-0.03221988309387625,0.013241185830262882,-0.0313936493854562
